Name,Price,Cpu,Ram,Storage,Display,Graphics,Battery
Thinkpad X1 Carbon Gen 8 i7-10610U 16GB SSD 512GB FHD IPS Touch,19.900.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Lenovo Thinkpad P52 i7 8850H 16GB SSG 512GB FHD IPS P3200,22.000.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
Thinkpad P52 i7 8850H RAM 16GB SSD 512GB P2000 4K IPS Touch,21.300.000,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe® NVMe™ M.2 SSD,"15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"6-cell, 90whr"
"Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch",8.500.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
"Dell Latitude 5400 i5-8365U 8GB SSD 240GB/256GB 14"" FHD IPS",8.600.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25.800.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Lenovo Thinkpad T470P i7-7820HQ 16GB SSD 512GB NVIDIA Geforce 940MX 2K IPS,16.900.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Dell Precision 5530 i7 8850H 16GB 512GB P1000 4GB Full HD IPS,16.900.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
ThinkPad T460 i5 6300U 8GB SSD 256GB intel FHD IPS,6.900.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
HP ZBook 17 G3 i7-6820HQ RAM 16GB SSD 512GB FHD IPS M1000M,13.800.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Lenovo Thinkpad T470 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,9.200.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS (Nhiều cấu hình),15.000.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,10.500.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,13.500.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Dell Latitude 7300 i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,10.200.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,8.000.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Lenovo Thinkpad T480s i7 8650U 2K IPS Silver (Nhiều cấu hình),11.500.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Hp Elitebook 840 G6 i7-8565U 8GB SSD 256GB Intel FHD IPS,10.200.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Dell XPS 9380 i5-8365U 8GB SSD 256GB FHD IPS,14.500.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Lenovo Thinkpad T490 i7-8665U 16GB SSD 512GB Intel FHD IPS Touch,14.500.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Dell Precision 5530 i7 8850H 16GB 512GB P2000 (Nhiều Cấu Hình),17.900.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Dell Latitude 7400 i5 (Nhiều cấu hình),8.700.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Thinkpad X1 Carbon Gen 9 i5-1135G7 (nhiều cấu hình),23.300.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Thinkpad X1 Carbon Gen 8 i7-10610U 16GB SSD 512GB FHD IPS Touch,19.900.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Lenovo Thinkpad P52 i7 8850H 16GB SSG 512GB FHD IPS P3200,22.000.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
Thinkpad P52 i7 8850H RAM 16GB SSD 512GB P2000 4K IPS Touch,21.300.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
"Dell Latitude 7400 i7-8665U 8GB SSD 240GB/256GB 14"" FHD IPS",10.200.000,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256 GB PCIe® NVMe™ M.2 SSD,"14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Intel® UHD 620 onboard,"4-cell, 60 Wh"
